Date,High,Low,Open,Close,Volume,Adj Close
2020-02-19,315.4100036621094,301.489990234375,301.489990234375,314.70001220703125,17358300.0,314.70001220703125
2020-02-18,297.30999755859375,284.8599853515625,285.6400146484375,296.57000732421875,15504100.0,296.57000732421875
2020-02-14,294.9700012207031,286.0,287.260009765625,289.7900085449219,26048100.0,289.7900085449219
2020-02-13,273.4800109863281,269.1099853515625,270.2099914550781,270.7799987792969,13200400.0,270.7799987792969
2020-02-12,272.79998779296875,268.45001220703125,270.010009765625,272.5400085449219,9366100.0,272.5400085449219
2020-02-11,272.5,264.8299865722656,267.32000732421875,267.8900146484375,15963900.0,267.8900146484375
2020-02-10,263.0,252.3000030517578,252.5,262.9700012207031,13240200.0,262.9700012207031
2020-02-07,253.52999877929688,250.57000732421875,252.63999938964844,251.58999633789062,4743800.0,251.58999633789062
2020-02-06,254.25,248.8800048828125,252.13999938964844,254.25,5457100.0,254.25
2020-02-05,252.39999389648438,247.41000366210938,251.99000549316406,250.75999450683594,5205500.0,250.75999450683594
2020-02-04,247.89999389648438,244.02000427246094,246.02999877929688,247.1300048828125,6788600.0,247.1300048828125
2020-02-03,241.11000061035156,235.4499969482422,235.6999969482422,240.3300018310547,6398200.0,240.3300018310547
2020-01-31,244.4499969482422,234.75,243.97000122070312,236.42999267578125,9260500.0,236.42999267578125
2020-01-30,246.35000610351562,239.39999389648438,241.61000061035156,245.80999755859375,7262600.0,245.80999755859375
2020-01-29,248.83999633789062,243.94000244140625,247.38999938964844,245.5399932861328,6471200.0,245.5399932861328
2020-01-28,249.27000427246094,240.7100067138672,242.85000610351562,247.97000122070312,7774400.0,247.97000122070312
2020-01-27,242.25,232.22999572753906,238.24000549316406,240.1999969482422,11763400.0,240.1999969482422
2020-01-24,259.5,248.3000030517578,257.5,250.47999572753906,9337800.0,250.47999572753906
2020-01-23,253.1999969482422,248.14999389648438,251.72000122070312,252.86000061035156,6112900.0,252.86000061035156
2020-01-22,253.58999633789062,249.0,249.75999450683594,250.11000061035156,5981000.0,250.11000061035156
2020-01-21,249.2899932861328,246.57000732421875,247.80999755859375,247.94000244140625,5447900.0,247.94000244140625
2020-01-17,250.0,247.3699951171875,249.6999969482422,249.27999877929688,6344800.0,249.27999877929688
2020-01-16,249.1699981689453,246.77999877929688,247.72000122070312,248.92999267578125,7104800.0,248.92999267578125
2020-01-15,248.69000244140625,244.52999877929688,247.7899932861328,245.57000732421875,6577600.0,245.57000732421875
2020-01-14,251.27999877929688,246.75,250.25999450683594,247.27999877929688,8977200.0,247.27999877929688
2020-01-13,252.99000549316406,246.75,247.66000366210938,251.97999572753906,7996000.0,251.97999572753906
2020-01-10,248.5500030517578,243.75,247.3300018310547,244.32000732421875,7907400.0,244.32000732421875
2020-01-09,245.92999267578125,240.86000061035156,243.85000610351562,243.02000427246094,6377800.0,243.02000427246094
2020-01-08,242.0399932861328,238.14999389648438,239.75999450683594,240.3800048828125,6927700.0,240.3800048828125
2020-01-07,241.77000427246094,236.38999938964844,238.1999969482422,239.92999267578125,7871400.0,239.92999267578125
2020-01-06,237.27000427246094,231.27000427246094,232.32000732421875,237.05999755859375,6565900.0,237.05999755859375
2020-01-03,237.8300018310547,234.10000610351562,235.10000610351562,236.07000732421875,5134600.0,236.07000732421875
2020-01-02,239.91000366210938,236.72000122070312,238.75,239.91000366210938,5938400.0,239.91000366210938
2019-12-31,235.67999267578125,230.1300048828125,230.89999389648438,235.3000030517578,5775100.0,235.3000030517578
2019-12-30,236.1999969482422,231.05999755859375,235.99000549316406,232.32000732421875,6451400.0,232.32000732421875
2019-12-27,240.33999633789062,235.80999755859375,239.8000030517578,236.8699951171875,6366100.0,236.8699951171875
2019-12-26,240.32000732421875,238.0,238.75999450683594,239.19000244140625,4571300.0,239.19000244140625
2019-12-24,239.30999755859375,236.82000732421875,238.1999969482422,238.6199951171875,3471600.0,238.6199951171875
2019-12-23,241.80999755859375,238.38999938964844,240.52000427246094,238.82000732421875,8876500.0,238.82000732421875
2019-12-20,240.38999938964844,237.36000061035156,238.1300048828125,239.3699951171875,15076100.0,239.3699951171875
2019-12-19,236.0,230.6999969482422,230.89999389648438,235.4600067138672,11134000.0,235.4600067138672
2019-12-18,231.94000244140625,229.35000610351562,229.69000244140625,229.50999450683594,8588700.0,229.50999450683594
2019-12-17,229.1999969482422,225.52000427246094,225.89999389648438,228.2899932861328,8029900.0,228.2899932861328
2019-12-16,228.05999755859375,224.77000427246094,225.89999389648438,225.14999389648438,8024400.0,225.14999389648438
2019-12-13,228.97999572753906,221.82000732421875,224.19000244140625,223.99000549316406,11367600.0,223.99000549316406
2019-12-12,224.8000030517578,215.82000732421875,216.17999267578125,224.07000732421875,10108700.0,224.07000732421875
2019-12-11,217.55999755859375,214.3000030517578,214.39999389648438,217.33999633789062,5844900.0,217.33999633789062
2019-12-10,216.05999755859375,211.25999450683594,213.3800048828125,213.97999572753906,6409700.0,213.97999572753906
2019-12-09,214.3699951171875,210.89999389648438,211.25,212.1699981689453,5297000.0,212.1699981689453
2019-12-06,213.49000549316406,211.1199951171875,211.52000427246094,212.1699981689453,5805900.0,212.1699981689453
2019-12-05,210.92999267578125,207.50999450683594,210.3000030517578,208.74000549316406,4622100.0,208.74000549316406
2019-12-04,211.9199981689453,208.27000427246094,211.02000427246094,209.4199981689453,6835600.0,209.4199981689453
2019-12-03,207.82000732421875,200.3699951171875,201.8699951171875,207.66000366210938,11630800.0,207.66000366210938
2019-12-02,217.0,208.63999938964844,216.4600067138672,209.25,9300900.0,209.25
2019-11-29,218.13999938964844,215.77999877929688,217.0,216.74000549316406,3538900.0,216.74000549316406
2019-11-27,220.0500030517578,217.17999267578125,218.6699981689453,218.24000549316406,5394600.0,218.24000549316406
2019-11-26,220.69000244140625,216.74000549316406,220.5,217.0,9631100.0,216.83999633789062
2019-11-25,221.41000366210938,215.52000427246094,216.0399932861328,221.2100067138672,12661900.0,221.04690551757812
2019-11-22,212.9600067138672,209.94000244140625,211.08999633789062,210.88999938964844,5602500.0,210.73451232910156
2019-11-21,213.24000549316406,209.30999755859375,211.0,210.17999267578125,7209700.0,210.0250244140625
2019-11-20,214.5500030517578,206.55999755859375,207.07000732421875,211.17999267578125,11814700.0,211.0242919921875
2019-11-19,211.97999572753906,205.64999389648438,211.02999877929688,207.99000549316406,10364100.0,207.83665466308594
2019-11-18,213.35000610351562,203.77000427246094,203.88999938964844,212.27999877929688,14364700.0,212.1234893798828
2019-11-15,211.77999877929688,200.63999938964844,209.6999969482422,204.19000244140625,26340700.0,204.03944396972656
2019-11-14,209.8800048828125,206.52000427246094,208.92999267578125,209.7899932861328,12952000.0,209.63531494140625
2019-11-13,209.4600067138672,205.89999389648438,208.35000610351562,208.57000732421875,7504700.0,208.41622924804688
2019-11-12,211.86000061035156,208.30999755859375,209.72000122070312,209.61000061035156,7087600.0,209.45545959472656
2019-11-11,209.11000061035156,204.27999877929688,207.75,208.17999267578125,6085900.0,208.02650451660156
2019-11-08,209.0500030517578,206.14999389648438,207.66000366210938,207.77999877929688,4727500.0,207.62680053710938
2019-11-07,211.6999969482422,206.5399932861328,211.11000061035156,208.33999633789062,7008500.0,208.18638610839844
2019-11-06,209.6699981689453,204.11000061035156,208.63999938964844,207.6300048828125,6725300.0,207.47691345214844
2019-11-05,211.5399932861328,207.67999267578125,210.49000549316406,209.61000061035156,7521700.0,209.45545959472656
2019-11-04,211.0,204.9199981689453,205.85000610351562,210.5,9417900.0,210.3448028564453
2019-11-01,203.88999938964844,198.58999633789062,199.60000610351562,202.58999633789062,7091000.0,202.4406280517578
2019-10-31,203.0,197.80999755859375,202.16000366210938,201.02000427246094,5243300.0,200.87179565429688
2019-10-30,204.22999572753906,200.25999450683594,204.0,203.0,5149000.0,202.85032653808594
2019-10-29,206.49000549316406,202.13999938964844,206.22999572753906,202.9199981689453,5280900.0,202.7703857421875
2019-10-28,208.89999389648438,205.1199951171875,206.3000030517578,206.7899932861328,8269800.0,206.6375274658203
2019-10-25,205.3800048828125,199.7899932861328,200.10000610351562,204.5399932861328,10577300.0,204.38919067382812
2019-10-24,198.2100067138672,195.3800048828125,196.75,196.86000061035156,5800500.0,196.71485900878906
2019-10-23,195.66000366210938,191.02999877929688,192.30999755859375,195.08999633789062,6997900.0,194.94615173339844
2019-10-22,202.52999877929688,195.3000030517578,198.3000030517578,195.61000061035156,8218000.0,195.4657745361328
2019-10-21,196.5500030517578,192.1999969482422,192.9600067138672,196.00999450683594,6546700.0,195.865478515625
2019-10-18,195.6199951171875,187.5,194.30999755859375,190.49000549316406,7686000.0,190.34954833984375
2019-10-17,197.80999755859375,192.10000610351562,196.0,194.2899932861328,6585900.0,194.14674377441406
2019-10-16,199.22000122070312,193.75,195.0,194.2100067138672,10723600.0,194.0668182373047
2019-10-15,199.2899932861328,189.60000610351562,190.16000366210938,196.3699951171875,16603100.0,196.22520446777344
2019-10-14,187.3699951171875,184.38999938964844,185.63999938964844,186.52999877929688,5001000.0,186.39247131347656
2019-10-11,189.33999633789062,185.64999389648438,186.41000366210938,185.99000549316406,11160100.0,185.85287475585938
2019-10-10,185.0800018310547,180.41000366210938,180.6199951171875,183.02999877929688,7728100.0,182.89505004882812
2019-10-09,182.6999969482422,179.16000366210938,180.32000732421875,180.7100067138672,7310300.0,180.57676696777344
2019-10-08,180.63999938964844,176.5,180.63999938964844,177.22999572753906,11110900.0,177.0993194580078
2019-10-07,188.33999633789062,184.22999572753906,184.5800018310547,184.3300018310547,12024600.0,184.194091796875
2019-10-04,183.14999389648438,178.77999877929688,181.39999389648438,181.97000122070312,6638100.0,181.83583068847656
2019-10-03,181.55999755859375,172.0,173.22000122070312,181.30999755859375,11264700.0,181.1763153076172
2019-10-02,173.60000610351562,170.1300048828125,173.1199951171875,173.0399932861328,7334300.0,172.91241455078125
2019-10-01,181.0,173.80999755859375,175.0,174.0,9150200.0,173.8717041015625
2019-09-30,174.47999572753906,171.5399932861328,172.8000030517578,174.07000732421875,4654600.0,173.94166564941406
2019-09-27,177.6999969482422,169.32000732421875,175.66000366210938,171.75999450683594,9051400.0,171.63336181640625
2019-09-26,178.19000244140625,175.2899932861328,177.83999633789062,177.33999633789062,5864100.0,177.20924377441406
2019-09-25,179.02000427246094,170.7100067138672,172.50999450683594,178.22999572753906,7710800.0,178.0985870361328
2019-09-24,177.2899932861328,171.10000610351562,176.10000610351562,172.52999877929688,7931700.0,172.4027862548828
2019-09-23,176.6699981689453,172.5500030517578,172.6999969482422,174.83999633789062,6242800.0,174.71109008789062
2019-09-20,177.85000610351562,172.27999877929688,176.89999389648438,172.69000244140625,8756100.0,172.56268310546875
2019-09-19,180.9600067138672,176.50999450683594,180.22000122070312,176.94000244140625,6136900.0,176.80953979492188
2019-09-18,181.4199981689453,176.5,180.7899932861328,179.97999572753906,6453800.0,179.8472900390625
2019-09-17,181.24000549316406,178.61000061035156,180.47999572753906,181.07000732421875,5576200.0,180.93650817871094
2019-09-16,181.60000610351562,178.5,178.9199981689453,180.2100067138672,5795800.0,180.07713317871094
2019-09-13,183.0800018310547,180.17999267578125,181.58999633789062,181.94000244140625,8114800.0,181.8058624267578
2019-09-12,188.39999389648438,183.9499969482422,186.1999969482422,184.27000427246094,8196000.0,184.13414001464844
2019-09-11,186.27000427246094,182.60000610351562,183.77000427246094,184.3300018310547,9037800.0,184.194091796875
2019-09-10,184.25,178.7899932861328,179.17999267578125,183.17999267578125,8820300.0,183.04493713378906
2019-09-09,183.97999572753906,179.83999633789062,179.89999389648438,180.5,10438100.0,180.36691284179688
2019-09-06,181.08999633789062,177.1199951171875,178.8000030517578,178.64999389648438,9424400.0,178.51828002929688
2019-09-05,179.99000549316406,172.8000030517578,172.8699951171875,179.74000549316406,17391900.0,179.60748291015625
2019-09-04,169.05999755859375,166.61000061035156,166.61000061035156,168.75999450683594,5693200.0,168.63555908203125
2019-09-03,165.91000366210938,163.25,164.5800018310547,164.1699981689453,7403500.0,164.0489501953125
2019-08-30,170.86000061035156,166.77999877929688,168.86000061035156,167.50999450683594,7265400.0,167.38648986816406
2019-08-29,168.3000030517578,164.75999450683594,164.89999389648438,167.0,8949400.0,166.8768768310547
2019-08-28,163.33999633789062,159.0,160.5800018310547,161.22000122070312,6390300.0,161.10113525390625
2019-08-27,167.10000610351562,160.6199951171875,166.99000549316406,161.8000030517578,7274200.0,161.5208282470703
2019-08-26,166.5800018310547,163.91000366210938,165.61000061035156,165.4499969482422,7955200.0,165.1645050048828
2019-08-23,170.58999633789062,161.63999938964844,168.39999389648438,162.44000244140625,14201400.0,162.1597137451172
2019-08-22,173.3300018310547,169.89999389648438,171.6199951171875,171.47999572753906,7587200.0,171.18411254882812
2019-08-21,173.4499969482422,169.66000366210938,170.52999877929688,171.22999572753906,10681100.0,170.93453979492188
2019-08-20,170.5800018310547,167.02000427246094,170.55999755859375,167.8699951171875,11579700.0,167.58033752441406
2019-08-19,171.4199981689453,163.47000122070312,164.1199951171875,170.77999877929688,20377800.0,170.48532104492188
2019-08-16,161.5399932861328,156.8800048828125,159.35000610351562,159.55999755859375,25199000.0,159.28468322753906
2019-08-15,151.6300048828125,147.38999938964844,150.8300018310547,148.77000427246094,11930000.0,148.5133056640625
2019-08-14,152.9499969482422,148.30999755859375,152.5,150.07000732421875,10497000.0,149.81106567382812
2019-08-13,157.89999389648438,149.82000732421875,151.38999938964844,156.0500030517578,8798900.0,155.78074645996094
2019-08-12,154.17999267578125,150.57000732421875,152.0800018310547,151.4499969482422,6980000.0,151.1886749267578
2019-08-09,156.75,152.14999389648438,156.61000061035156,154.17999267578125,8545400.0,153.91395568847656
2019-08-08,158.30999755859375,153.89999389648438,156.2100067138672,158.25999450683594,7732500.0,157.98692321777344
2019-08-07,154.3699951171875,149.1999969482422,149.89999389648438,153.88999938964844,9314000.0,153.6244659423828
